id,No_voie,Code_type_de_voie,Type_de_voie,Code_voie,Voie,Code_postal,Surface_premier_lot,Surface_reelle_bati,Nombre_lots,Nombre_pieces_principales,Surface_terrain,Code_type_local,code_commune
1981,1,0,RUE,480,DE L HOPITAL,7300.0,"47,48",55,1,3,,2,1981
1982,339,1,AV,490,SADI CARNOT,7500.0,"56,49",56,2,3,,2,1982
1983,3,0,RUE,290,EDOUARD JOUBERT,7300.0,"52,93",53,2,3,,2,1983
1984,2,5,CHE,1229,DE LAPRAS,7100.0,"48,39",48,2,2,,2,1984
1985,3,5,CHE,38,DES PRES,7300.0,"94,19",95,1,4,,1,1985
1986,113,1,AV,475,DU HUIT MAI 1945,7300.0,"17,85",52,2,2,,2,1986
1987,113,1,AV,475,DU HUIT MAI 1945,7300.0,"68,46",68,3,3,,2,1987
1988,113,1,AV,475,DU HUIT MAI 1945,7300.0,"20,86",70,3,3,,2,1988
1989,48,2,ALL,548,VICTOR LOUIS,7500.0,"46,22",47,1,3,,2,1989
1990,1,0,RUE,1030,VINCENT D INDY,7300.0,"16,56",98,3,4,,2,1990
1991,113,1,AV,475,DU HUIT MAI 1945,7300.0,"17,85",74,3,3,,2,1991
1992,2,5,CHE,1229,DE LAPRAS,7100.0,"48,46",48,2,2,,2,1992
1993,7,0,RUE,440,CAPITAINE DE CANSON,7100.0,"50,84",66,1,3,,2,1993
1994,2,5,CHE,1229,DE LAPRAS,7100.0,"52,26",52,2,3,,2,1994
1995,22,0,RUE,86,JULES FERRY,7430.0,"114,55",108,2,6,,2,1995
1996,16,0,RUE,1688,DU PILAT,7100.0,"79,12",82,2,5,,2,1996
1997,50,1,AV,490,SADI CARNOT,7500.0,"54,96",54,1,3,,2,1997
1998,43,0,RUE,93,DES GAREURS,7370.0,"70,85",73,1,3,,2,1998
1999,113,1,AV,475,DU HUIT MAI 1945,7300.0,"48,04",48,3,2,,2,1999
2000,20,0,RUE,80,DE CRUSSOL,7130.0,"34,82",37,1,2,,2,2000
2001,7,0,RUE,2760,MOREAUX,8000.0,"65,07",62,1,3,,2,2001
2002,17,0,RUE,270,DE LA FAUSSE PORTE,8600.0,"8,5",10,1,0,,2,2002
2003,26,0,RUE,60,DES GENETS,8090.0,"25,72",73,5,3,,2,2003
2004,5,0,RUE,2470,DE MARS,8000.0,"42,4",40,1,2,,2,2004
2005,71,0,RUE,4040,VOLTAIRE,8000.0,"41,28",39,1,2,,2,2005
2006,19,0,RUE,2232,DE LONGUEVILLE,8000.0,"87,45",87,2,4,,2,2006
2007,21,0,RUE,3149,PIERRE BEREGOVOY,8000.0,"38,01",53,1,2,,2,2007
2008,3,0,RUE,1240,DES ETUVES,8000.0,"31,27",27,2,1,,2,2008
2009,10,1,AV,1490,GEORGES CORNEAU,8000.0,"6,2",46,2,2,,2,2009
2010,6,24,QUAI,3220,DE LA PORTE NOIRE,8000.0,"49,33",49,2,2,,2,2010
2011,47,1,AV,620,CHARLES BOUTET,8000.0,50,56,3,2,,2,2011
2012,18,1,AV,2815,DU MUGUET,8000.0,"73,46",73,1,3,,2,2012
2013,26,1,AV,172,D ARCHES,8000.0,"82,4",90,2,3,,2,2013
2014,3,0,RUE,3310,DU PRESIDENT KENNEDY,8000.0,"10,65",195,3,6,,2,2014
2015,13,0,RUE,2990,DE LA PAIX,8000.0,"95,54",160,3,3,,2,2015
2016,187,2,ALL,131,DES CANARIS,8600.0,"74,8",61,3,3,,1,2016
2017,56,0,RUE,470,DU LUXEMBOURG,8600.0,"72,9",65,3,4,,2,2017
2018,83,15,BD,1420,GAMBETTA,8000.0,"88,17",74,1,4,,2,2018
2019,1,0,RUE,3610,SAINT LOUIS,8000.0,"89,48",77,1,3,,2,2019
2020,171,2,ALL,822,DES TOURTERELLES,8600.0,"73,13",62,3,3,,1,2020
2021,14,0,RUE,2090,KLEBER,8000.0,"36,79",41,2,2,,2,2021
2022,147,0,RUE,2950,DE NOUZONVILLE,8000.0,"95,57",105,1,3,,2,2022
2023,18,0,RUE,3735,DU THEATRE,8000.0,"67,38",80,1,3,,2,2023
2024,4,12,PL,3440,DE LA RESISTANCE,8000.0,"43,51",54,1,2,,2,2024
2025,34,0,RUE,3210,PORTE DE BOURGOGNE,8000.0,"98,17",99,2,5,,2,2025
2026,2,0,RUE,1190,EMILE ZOLA,8000.0,"113,9",104,1,4,,2,2026
2027,1,0,RUE,350,DAUPHINE,8300.0,"54,36",52,2,2,,2,2027
2028,14,0,RUE,1020,PIERRE CURIE,8300.0,"32,05",30,1,1,,2,2028
2029,5,0,RUE,320,COLBERT,8300.0,"37,6",65,1,3,,2,2029
2030,35,0,RUE,640,JEAN GERSON,8300.0,"64,64",65,2,3,,2,2030
2031,3,0,RUE,330,LA CROIX D ARDALU,8300.0,"84,25",85,1,3,,2,2031
2032,18,0,RUE,470,ETIENNE DOLET,8300.0,"23,14",23,2,1,,2,2032
2033,29,0,RUE,30,DE L AGRICULTURE,8300.0,"55,5",51,3,3,,2,2033
2034,5,0,RUE,550,DE GONZAGUE,8300.0,"43,64",38,1,2,,2,2034
2035,9,0,RUE,1255,12E REGIMENT DE CHASSEURS,8200.0,"48,98",48,1,2,,2,2035
2036,8,0,RUE,460,JULES TURQUAIS,8110.0,"75,19",75,1,3,,2,2036
2037,3,12,PL,340,CRUSSY,8200.0,"67,09",75,1,1,,2,2037
2038,8,1,AV,605,CHARLES DE GAULLE,8200.0,"81,5",83,2,4,,2,2038
2039,14,0,RUE,1040,DE MULHOUSE,8200.0,"37,45",41,3,1,,2,2039
2040,6,0,RUE,1490,THIERS,8200.0,"139,01",150,2,5,,2,2040
2041,18,0,RUE,480,DES FAUSSES BRAIES,8200.0,"178,28",178,1,4,,2,2041
2042,21,0,RUE,200,DES CAQUETTES,8200.0,"72,3",72,1,3,,2,2042
2043,28,0,RUE,570,GAMBETTA,8200.0,"39,11",39,1,1,,2,2043
2044,9,1,AV,605,CHARLES DE GAULLE,8200.0,"27,07",28,3,1,,2,2044
2045,6,1,AV,800,DE LA MARCK,8200.0,"73,93",75,1,3,,2,2045
2046,13,0,RUE,1380,SAINT MICHEL,8200.0,"81,83",82,1,3,,2,2046
2047,4,1,AV,40,CHARLES DE GAULLE,8200.0,"111,89",82,5,3,,2,2047
2048,3,12,PL,280,DU CHATEAU,8200.0,8,72,2,3,,2,2048
2049,13,0,RUE,660,D ORVAL,8110.0,92,86,1,4,,2,2049
2050,3,8,,A001,LA MARBRERIE,8140.0,"124,59",90,4,3,,2,2050
2051,23,44,FG,960,DU MENIL,8200.0,"54,62",59,3,2,,2,2051
2052,3,0,RUE,1212,DU PDT SALVADOR ALLENDE,8200.0,"34,64",35,1,1,,2,2052
2053,18,0,RUE,480,DES FAUSSES BRAIES,8200.0,"133,5",135,1,5,,2,2053
2054,550,8,,B195,GUZET SKI,9140.0,"32,36",36,1,3,,2,2054
2055,5032,18,RES,A060,SPORTING LES RIVES,9700.0,"45,96",45,3,2,,2,2055
2056,4,0,RUE,980,DE LA MIRANDOLLE,9000.0,"68,69",71,2,3,,2,2056
2057,7,1,AV,860,DE LERIDA,9000.0,"76,97",77,1,3,,2,2057
2058,32,0,RUE,95,GASTON DE FOIX,9100.0,"39,66",40,2,2,,2,2058
2059,17,0,RUE,45,PRINCIPALE,9250.0,39,39,1,2,,2,2059
2060,804,8,,B209,PLATEAU DE BONASCRE,9110.0,"28,37",29,2,1,,2,2060
2061,22,0,RUE,110,MARECHAL CLAUZEL,9500.0,"66,73",66,1,2,,2,2061
2062,9047,18,RES,A100,LA VOLUSIENNE,9000.0,"62,62",62,3,3,,2,2062
2063,3,0,RUE,510,DE LA PAIX,9300.0,"52,01",42,2,1,,2,2063
2064,19,0,RUE,3670,DES PYRENEES,9100.0,"76,89",78,1,4,,1,2064
2065,5000,8,,A015,LE COSILODGE DU CHATEAU,9000.0,"54,04",54,3,3,,2,2065
2066,903,1,AV,10,ADOLPHE AUTHIE,9110.0,"21,82",23,2,1,,2,2066
2067,129,8,,B013,CAZALERES,9350.0,"78,75",78,1,4,400,1,2067
2068,146,1,AV,311,GEN GALLIENI,10300.0,"47,88",48,3,2,,2,2068
2069,7,35,PAS,701,DU 4 SEPTEMBRE,10300.0,"27,3",41,1,1,,2,2069
2070,,8,,B030,LES FEUILLATES,10430.0,"63,58",63,1,3,,2,2070
2071,5,10,IMP,215,DU CHANT DE L ALOUETTE,10100.0,"55,5",52,1,3,,2,2071
2072,27,0,RUE,790,PIERRE BROSSOLETTE,10300.0,"35,63",39,1,2,,2,2072
2073,17,0,RUE,90,DE LA COOPERATIVE,10800.0,"50,75",50,1,3,,2,2073
2074,2,0,RUE,660,NVE DE LA REPUBLIQUE,10300.0,"68,03",66,2,3,,2,2074
2075,26,0,RUE,1920,JULES DIDIER,10120.0,50,50,1,2,,2,2075
2076,31,0,RUE,1730,EMILE ZOLA,10000.0,"26,48",25,1,1,,2,2076
2077,10,0,RUE,200,SAINT ANTOINE,10400.0,"55,44",56,1,3,,1,2077
2078,2,3,RTE,840,D'AUXERRE,10120.0,"49,89",51,2,2,,2,2078
2079,31,0,RUE,440,LAMARTINE,10300.0,"18,5",21,1,1,,2,2079
2080,43,0,RUE,2780,THIERS,10120.0,"65,35",63,2,3,,2,2080
2081,4,0,RUE,970,CHARBONNET,10000.0,"32,34",33,3,2,,2,2081
2082,6,0,RUE,2250,TEILHARD DE CHARDIN,10600.0,"52,98",51,1,2,,2,2082
2083,11,0,RUE,680,DES NOES,10300.0,"32,04",37,1,2,,2,2083
2084,14,0,RUE,1920,JULES DIDIER,10120.0,"47,32",45,2,2,,2,2084
2085,3,12,PL,284,ARISTIDE MAILLOL,10000.0,"44,63",42,1,1,,2,2085
2086,9,0,RUE,710,DU 11 NOVEMBRE,10300.0,"74,58",80,2,4,,2,2086
2087,5,0,RUE,2260,DES MUROTS,10120.0,"53,47",54,2,3,,2,2087
2088,56,0,RUE,4360,DE PREIZE,10000.0,"45,63",46,2,2,,2,2088
2089,3,0,RUE,5130,DE LA TRINITE,10000.0,"73,3",73,1,1,,2,2089
2090,5,12,PL,4425,PROFESSEUR LANGEVIN,10000.0,110,110,1,3,,2,2090
2091,9,0,RUE,560,GUIBOUT,10430.0,65,80,3,3,,2,2091
2092,87,0,RUE,435,LA FONTAINE,10300.0,"17,8",17,1,1,,2,2092
2093,87,0,RUE,435,LA FONTAINE,10300.0,"17,9",17,1,1,,2,2093
2094,30,0,RUE,2320,VEUVE BENARD BODIE,10600.0,50,57,2,3,,2,2094
2095,33,1,AV,311,GEN GALLIENI,10300.0,"72,84",75,2,4,,2,2095
2096,4,0,RUE,2520,DES HAUTS CLOS,10000.0,"71,4",75,3,3,,2,2096
2097,34,0,RUE,3620,AUX MOINES,10000.0,"34,15",37,1,2,,2,2097
2098,18,0,RUE,1320,DU COLONEL DRIANT,10000.0,"94,67",94,1,3,,2,2098
2099,11,0,RUE,2170,GEORGES CLEMENCEAU,10000.0,"15,85",17,1,1,,2,2099
2100,79,1,AV,4010,PASTEUR,10000.0,"68,18",70,2,3,,2,2100
2101,12,2,ALL,718,DES ORMES,10300.0,65,66,2,4,,2,2101
2102,9008,0,RUE,200,CROIX DU TEMPLE,10200.0,"61,66",61,2,3,,2,2102
2103,7,0,RUE,2540,DES HAUTS TREVOIS,10000.0,"65,39",66,1,3,,2,2103
2104,10,0,RUE,130,DE LA BOULE D OR,10100.0,"79,07",90,1,3,,2,2104
2105,87,0,RUE,435,LA FONTAINE,10300.0,"27,4",13,1,1,,2,2105
2106,59,0,RUE,1520,DES FRERES GILLET,10120.0,"61,16",88,1,3,,2,2106
2107,5,10,IMP,1220,DE LA CLOCHE,10000.0,"71,5",61,1,3,,2,2107
2108,46,0,RUE,3110,DU LT PIERRE MURARD,10000.0,"36,95",37,1,2,,2,2108
2109,87,0,RUE,1430,JULES FERRY,10600.0,"74,19",74,1,4,,2,2109
2110,97,1,AV,3130,DES LOMBARDS,10000.0,82,82,2,4,,2,2110
2111,138,1,AV,314,GEN LECLERC,10300.0,"66,31",72,1,3,,2,2111
2112,25,0,RUE,870,PAUL HERVY,10430.0,"58,75",64,1,3,,2,2112
2113,10,15,BD,850,CARNOT,10000.0,"36,15",35,1,2,,2,2113
2114,4,0,RUE,455,VILLON,10800.0,"44,32",44,3,2,,2,2114
2115,17,0,RUE,2310,DE LA PAIX,10120.0,"88,02",108,1,4,,2,2115
2116,21,0,RUE,435,DE BEAUREGARD,10000.0,"23,25",23,1,1,,2,2116
2117,295,0,RUE,1456,DU FBG CRONCELS,10000.0,"121,43",118,1,4,,2,2117
2118,22,1,AV,460,JEAN JAURES,10150.0,"84,64",84,1,4,,2,2118
2119,4,2,ALL,820,DES ARCADES,10120.0,"104,59",104,2,5,,2,2119
2120,8,0,RUE,761,JEAN MONNET,10100.0,"77,73",71,2,3,,1,2120
2121,15,0,RUE,870,SADI CARNOT,10300.0,"91,22",91,1,4,,2,2121
2122,30,15,BD,1500,DANTON,10000.0,"26,18",23,1,1,,2,2122
2123,12,0,RUE,5420,DE LA VISITATION,10000.0,"28,17",28,1,2,,2,2123
2124,144,0,RUE,1690,EDOUARD VAILLANT,10000.0,"75,07",62,1,4,,1,2124
2125,12,0,RUE,5420,DE LA VISITATION,10000.0,28,28,1,2,,2,2125
2126,6,0,RUE,3300,MARCELLIN BERTHELOT,10000.0,"45,88",35,1,2,,1,2126
2127,115,1,AV,4160,PIERRE BROSSOLETTE,10000.0,"21,08",20,1,1,,2,2127
2128,25,0,RUE,5430,VOLTAIRE,10000.0,"54,15",54,1,3,,2,2128
2129,20,0,RUE,2780,THIERS,10120.0,"66,47",66,2,3,,2,2129
2130,22,0,RUE,1920,JULES DIDIER,10120.0,"73,98",71,2,4,,2,2130
2131,12,0,RUE,520,BEGAND,10000.0,"102,65",88,1,3,,2,2131
2132,10,0,RUE,2900,JOSEPH CLAUDE HABERT,10000.0,"14,41",14,1,1,,2,2132
2133,32,0,RUE,520,LOUIS BLANC,10300.0,"81,49",93,3,4,,2,2133
2134,47,0,RUE,2808,JEAN GUAILDE,10000.0,"41,94",44,2,2,,2,2134
2135,2,0,RUE,2740,DU TCHAD,10120.0,56,55,2,3,,2,2135
2136,51,0,RUE,2808,JEAN GUAILDE,10000.0,"43,22",44,2,1,,2,2136
2137,4,2,ALL,718,DES ORMES,10300.0,"79,74",81,2,5,,2,2137
2138,4,0,RUE,2740,DU TCHAD,10120.0,"55,14",55,2,3,,2,2138
2139,1,0,RUE,1250,DU CLOS CAMUS,10000.0,"60,91",60,2,3,,2,2139
2140,3,0,RUE,4300,DU PONT ROYAL,10000.0,"41,26",38,1,2,,2,2140
2141,1,0,RUE,1420,COURTALON,10000.0,"76,6",76,1,3,,2,2141
2142,58,0,RUE,2090,GENERAL DE GAULLE,10000.0,"123,34",150,1,5,,2,2142
2143,20,0,RUE,2780,THIERS,10120.0,"45,7",45,2,2,,2,2143
2144,128,0,RUE,2090,GENERAL DE GAULLE,10000.0,"42,64",43,1,1,,2,2144
2145,38,45,VLA,3272,MAISON,10000.0,"62,97",60,1,3,,2,2145
2146,9,0,RUE,90,DE LA COOPERATIVE,10800.0,"127,01",127,2,5,,2,2146
2147,3,5,CHE,1270,DE L'HOSPICE,10600.0,70,70,1,1,,2,2147
2148,3,5,CHE,1400,DES COTES L'EVEQUE,10000.0,"204,91",202,2,4,,2,2148
2149,18,0,RUE,4360,DE PREIZE,10000.0,"101,89",103,1,4,,2,2149
2150,34,0,RUE,2250,TEILHARD DE CHARDIN,10600.0,"53,78",51,1,2,,2,2150
2151,62,0,RUE,3110,DU LT PIERRE MURARD,10000.0,"26,84",27,1,1,,2,2151
2152,7,0,RUE,2170,GEORGES CLEMENCEAU,10000.0,"30,5",28,2,2,,2,2152
2153,9,10,IMP,215,DU CHANT DE L ALOUETTE,10100.0,"138,04",74,1,3,,2,2153
2154,20,0,RUE,2780,THIERS,10120.0,"50,08",49,2,2,,2,2154
2155,76,1,AV,4370,DU PREMIER MAI,10000.0,"68,66",64,1,3,,2,2155
2156,25,0,RUE,5430,VOLTAIRE,10000.0,"67,55",68,1,3,,2,2156
2157,33,0,RUE,2198,GEORGES SEURAT,10000.0,"82,41",82,1,4,,2,2157
2158,9,1,AV,20,AUGUSTE TERRENOIRE,10800.0,"110,97",110,2,4,,2,2158
2159,5,1,AV,1680,PASTEUR,10400.0,"49,8",49,1,2,,2,2159
2160,16,0,RUE,1510,LEO LAGRANGE,10600.0,"66,08",66,2,4,,2,2160
2161,4,9,MAIL,1081,DES CHARMILLES,10000.0,"91,59",91,2,5,,2,2161
2162,5,0,RUE,376,RONSARD,10800.0,"77,3",75,2,4,,2,2162
2163,3,0,RUE,4450,DE LA PROVIDENCE,10000.0,"119,77",74,1,2,,2,2163
2164,99,1,AV,3273,MAJOR GEN GEORGES VANIER,10000.0,"27,63",28,1,1,,2,2164
2165,16,0,RUE,1920,JULES DIDIER,10120.0,71,71,2,4,,2,2165
2166,51,1,AV,4010,PASTEUR,10000.0,"68,78",71,1,3,,2,2166
2167,11,0,RUE,310,GAMBETTA,10300.0,"36,3",34,1,2,,2,2167
2168,30,0,RUE,2320,VEUVE BENARD BODIE,10600.0,"62,07",61,2,4,,2,2168
2169,29,0,RUE,715,DE LA REPUBLIQUE,10420.0,"105,62",100,1,5,,1,2169
2170,28,0,RUE,4360,DE PREIZE,10000.0,"70,56",70,1,3,,2,2170
2171,36,0,RUE,1030,CHARLES GROS,10000.0,"53,29",53,1,2,,2,2171
2172,3,0,RUE,290,ARNAUD,10000.0,"21,22",22,1,1,,2,2172
2173,10,0,RUE,2250,TEILHARD DE CHARDIN,10600.0,"65,14",61,1,3,,2,2173
2174,40,15,BD,2950,JULES GUESDE,10000.0,"45,4",49,1,2,,2,2174
2175,30,0,RUE,2730,JAILLANT DESCHAINETS,10000.0,"214,88",206,2,8,,2,2175
2176,30,0,RUE,1430,JULES FERRY,10600.0,"43,27",43,1,2,,2,2176
2177,40,15,BD,2950,JULES GUESDE,10000.0,"49,58",45,1,2,,2,2177
2178,11,0,RUE,5110,TRAVERSIERE,10000.0,"33,81",39,2,2,,2,2178
2179,6,0,RUE,21,DU MOULIN,10200.0,"231,65",168,1,5,,1,2179
2180,25,1,AV,508,DES FEUILLATES,10430.0,41,41,1,2,,1,2180
2181,97,1,AV,3130,DES LOMBARDS,10000.0,82,82,2,4,,2,2181
2182,64,0,RUE,3930,DE LA PAIX,10000.0,73,71,1,3,,2,2182
2183,7,0,RUE,40,ARISTIDE BRIAND,10300.0,"38,02",36,4,2,,2,2183
2184,14,0,RUE,4210,DES PIGEONS,10000.0,"28,45",29,2,2,,2,2184
2185,7,1,AV,760,ANDRE GILLIER,10120.0,"90,81",88,2,5,,2,2185
2186,13,0,RUE,1370,DES CORDELIERS,10000.0,"41,1",20,1,1,,2,2186
2187,3,0,RUE,2260,DES MUROTS,10120.0,"56,29",54,2,3,,2,2187
2188,73,0,RUE,5200,URBAIN IV,10000.0,"66,63",66,1,3,,2,2188
2189,17,0,RUE,4150,DE LA PIERRE,10000.0,"54,89",56,1,2,,2,2189
2190,5,4,CRS,2720,JACQUIN,10000.0,"51,79",51,2,2,,2,2190
2191,4,0,RUE,2350,DU GROS RAISIN,10000.0,"69,94",70,1,3,,2,2191
2192,10,0,RUE,5310,DU VELO,10000.0,"30,16",30,1,2,,1,2192
2193,49,0,RUE,2808,JEAN GUAILDE,10000.0,"43,15",44,2,2,,2,2193
2194,4,46,COUR,1090,CHATEAUBRIAND,10120.0,"42,13",42,2,2,,2,2194
2195,34,0,RUE,2480,DE LA HAUTE CHARME,10000.0,"68,14",69,1,1,,2,2195
2196,48,1,AV,4160,PIERRE BROSSOLETTE,10000.0,"52,65",55,1,3,,2,2196
2197,11,0,RUE,2070,DES GAYETTES,10000.0,"26,18",26,3,1,,2,2197
2198,11,0,RUE,2070,DES GAYETTES,10000.0,"26,13",26,3,1,,2,2198
2199,4,12,PL,3360,MARECHAL FOCH,10000.0,"23,33",30,1,1,,2,2199
2200,39,1,AV,3273,MAJOR GEN GEORGES VANIER,10000.0,"56,29",55,2,2,,2,2200
2201,8,0,RUE,2042,GASTON BACHELARD,10000.0,"64,96",70,1,3,,1,2201
2202,62,0,RUE,3675,DE LA MONNAIE,10000.0,"35,41",34,1,2,,2,2202
2203,507,8,,B110,PORT DIENVILLE,10500.0,"43,52",43,1,3,,2,2203
2204,99,1,AV,3273,MAJOR GEN GEORGES VANIER,10000.0,"28,28",28,1,1,,2,2204
2205,18,1,AV,220,ANATOLE FRANCE,10000.0,"92,08",100,2,4,,2,2205
2206,6,1,AV,338,DU GENERAL LECLERC,10200.0,"25,76",25,2,1,,2,2206
2207,10,0,RUE,1280,COLBERT,10000.0,"52,19",51,1,2,,2,2207
2208,48,1,AV,4160,PIERRE BROSSOLETTE,10000.0,"52,74",53,1,3,,2,2208
2209,12,0,RUE,3590,MITANTIER,10000.0,"56,8",61,1,3,,2,2209
2210,25,1,AV,508,DES FEUILLATES,10430.0,"36,4",36,1,2,,1,2210
2211,6,0,RUE,520,BEGAND,10000.0,"64,07",41,1,2,,2,2211
2212,111,0,RUE,2780,THIERS,10120.0,"48,34",48,1,3,,2,2212
2213,62,0,RUE,3110,DU LT PIERRE MURARD,10000.0,"26,87",27,1,1,,2,2213
2214,6,0,RUE,2000,LEDRU ROLLIN,10120.0,"65,02",63,2,3,,2,2214
2215,15,0,RUE,3230,LUCIEN MOREL PAYEN,10000.0,"67,29",66,2,3,,2,2215
2216,20,0,RUE,3840,DES NOES,10000.0,"65,73",65,2,2,,2,2216
2217,30,0,RUE,2320,VEUVE BENARD BODIE,10600.0,"62,1",61,2,4,,2,2217
2218,10,0,RUE,970,CHARBONNET,10000.0,"12,37",13,1,1,,2,2218
2219,1,0,RUE,820,CLAUDE DEBUSSY,10600.0,"68,87",65,1,3,,2,2219
2220,31,1,AV,3273,MAJOR GEN GEORGES VANIER,10000.0,"72,93",72,2,4,,2,2220
2221,63,15,BD,590,BLANQUI,10000.0,"56,41",55,2,3,,2,2221
2222,23,1,AV,4160,PIERRE BROSSOLETTE,10000.0,"71,1",71,1,3,,2,2222
2223,87,0,RUE,1430,JULES FERRY,10600.0,"60,61",60,1,3,,2,2223
2224,1,12,PL,5060,DE LA TOUR,10000.0,"47,7",47,3,2,,2,2224
2225,13,0,RUE,3160,LOUIS DUMONT,10000.0,"64,78",64,1,4,,2,2225
2226,36,15,BD,590,BLANQUI,10000.0,"56,65",57,2,3,,2,2226
2227,55,0,RUE,1610,MARCEL DEFRANCE,10600.0,"51,79",54,1,2,,2,2227
2228,19,15,BD,4470,DU QUATORZE JUILLET,10000.0,"100,19",100,3,4,,2,2228
2229,33,0,RUE,2198,GEORGES SEURAT,10000.0,"82,68",82,1,4,,2,2229
2230,1,0,RUE,5180,TURENNE,10000.0,"63,2",63,1,2,,2,2230
2231,1,0,RUE,2940,JULES ENFROY,10000.0,"65,64",66,2,3,,2,2231
2232,25,0,RUE,450,LAMORICIERE,10300.0,"105,19",103,1,1,,2,2232
2233,1,0,RUE,820,CLAUDE DEBUSSY,10600.0,"70,54",69,1,3,,2,2233
2234,2,2,ALL,820,DES ARCADES,10120.0,"51,84",51,2,2,,2,2234
2235,73,1,AV,4010,PASTEUR,10000.0,"22,41",25,1,1,,2,2235
2236,40,0,RUE,3920,PAILLOT DE MONTABERT,10000.0,"100,8",112,1,3,,2,2236
2237,4,0,RUE,275,ANTOINE DE SAINT EXUPERY,11000.0,"35,6",37,2,2,,2,2237
2238,26,0,RUE,2388,GUSTAVE MOT,11000.0,"66,06",65,1,3,,2,2238
2239,36,0,RUE,4560,VICTOR HUGO,11000.0,"97,81",99,1,3,,2,2239
2240,2,0,RUE,2680,DE MADRID,11000.0,"91,2",85,1,4,,2,2240
2241,3,0,RUE,2860,SOUMET,11400.0,"65,29",70,1,3,,2,2241
2242,28,0,RUE,75,DES REMPARTS,11150.0,4,39,1,2,,2,2242
2243,,8,,B006,LES AUZIS-SUD,11800.0,"42,9",44,2,2,,2,2243
2244,2,0,RUE,1020,CLEMENT ADER,11000.0,"62,18",61,1,3,,2,2244
2245,16,12,PL,820,CARNOT,11000.0,"46,28",48,1,2,,2,2245
2246,,0,RUE,60,RES DU ROI ALARIC,11290.0,"71,72",70,1,3,,1,2246
2247,27,2,ALL,2180,D IENA,11000.0,"71,94",70,1,3,,2,2247
2248,1,15,BD,3220,OMER SARRAUT,11000.0,"71,12",76,1,3,,2,2248
2249,2,0,RUE,4360,DE STRASBOURG,11000.0,"101,6",90,2,5,,2,2249
2250,1,5,CHE,1436,DE LA TRAMONTANE,11300.0,"36,62",38,2,2,,2,2250
2251,29,0,RUE,920,DE DUNKERQUE,11400.0,"56,38",54,1,3,,2,2251
2252,9110,1,AV,1008,CLAUDE BERNARD,11000.0,"89,76",90,1,5,,1,2252
2253,1012,0,RUE,2400,JULES SAUZEDE,11000.0,"76,87",79,1,3,,2,2253
2254,23,0,RUE,2400,JULES SAUZEDE,11000.0,"153,14",165,1,4,,2,2254
2255,63,0,RUE,3950,DE LA REPUBLIQUE,11000.0,"94,2",96,1,3,,2,2255
2256,2,0,RUE,2341,FRANCOIS JOSEPH GOSSEC,11000.0,"60,97",60,1,3,,2,2256
2257,29,0,RUE,1140,COURTEJAIRE,11000.0,"37,23",42,1,1,,2,2257
2258,25,0,RUE,4410,DE LA TOUR D AUVERGNE,11000.0,"38,3",39,1,2,,2,2258
2259,,8,,B127,LE VILLAGE,11190.0,"13,78",18,1,1,,2,2259
2260,39,0,RUE,1840,GEORGES CLEMENCEAU,11000.0,"42,69",45,1,2,,2,2260
2261,27,0,RUE,470,BARBACANE,11000.0,"21,85",21,1,1,,2,2261
2262,36,0,RUE,4560,VICTOR HUGO,11000.0,"35,43",20,2,1,,2,2262
2263,1,1,AV,370,ARTHUR MULLOT,11000.0,"28,8",20,1,1,,2,2263
2264,2,0,RUE,404,AUGER GAILLARD,11000.0,"67,44",84,2,3,,1,2264
2265,10,4,CRS,2400,DE LA REPUBLIQUE,11400.0,"56,74",59,1,3,,2,2265
2266,10,0,RUE,2610,DE LORRAINE,11000.0,108,126,1,6,,2,2266
2267,16,0,RUE,2770,MARCELIN ALBERT,11000.0,"58,04",58,2,3,,2,2267
2268,107,1,AV,1810,DU GENERAL LECLERC,11000.0,"24,32",24,1,1,,2,2268
2269,5,0,RUE,404,AUGER GAILLARD,11000.0,"34,5",34,2,2,,2,2269
2270,1,5,CHE,1436,DE LA TRAMONTANE,11300.0,"54,42",54,3,3,,2,2270
2271,4,0,RUE,2230,JEAN BAPTISTE COROT,11000.0,55,55,2,3,,2,2271
2272,3,0,RUE,404,AUGER GAILLARD,11000.0,"60,03",64,3,3,,2,2272
2273,22,1,AV,2440,RIQUET,11400.0,"62,37",60,1,3,,2,2273
2274,9,8,,A040,LA PINEDE,11510.0,"37,12",36,1,2,,2,2274
2275,3,0,RUE,161,DE SERIGNAN,11130.0,"33,08",44,1,2,,2,2275
2276,159,18,RES,A028,HORIZON,11210.0,"21,51",22,1,2,,2,2276
2277,1,18,RES,A030,GRUISSAN PORT,11430.0,"23,89",25,1,3,,2,2277
2278,15,18,RES,A001,EDEN PLAGE,11370.0,"38,95",36,1,2,,1,2278
2279,117,0,RUE,16,ANTOINE FUET,11210.0,"46,47",47,1,2,,2,2279
2280,118,0,RUE,130,DU LOCH,11430.0,"28,7",29,1,3,,2,2280
2281,71,18,RES,A048,HAMEAU DES PECHEURS,11370.0,"24,61",30,1,2,,1,2281
2282,1,0,RUE,4610,ROUGET DE LISLE,11100.0,"36,54",34,1,2,,2,2282
2283,23,0,RUE,49,BOILEAU,11210.0,"35,63",35,1,2,,2,2283
2284,40,0,RUE,1411,DE LA CORNICHE,11100.0,"56,01",56,1,3,,2,2284
