id,No_voie,Code_type_de_voie,Type_de_voie,Code_voie,Voie,Code_postal,Surface_premier_lot,Surface_reelle_bati,Nombre_lots,Nombre_pieces_principales,Surface_terrain,Code_type_local,code_commune
25112,125,1,AV,8580,DE STALINGRAD,93240.0,"69,3",69,1,4,,2,25112
25113,56,1,AV,4110,GALLIENI,93800.0,"20,17",35,1,1,,2,25113
25114,86,1,AV,4110,GALLIENI,93800.0,"75,91",74,2,4,,2,25114
25115,1,0,RUE,3538,FONTAINE,93200.0,"53,75",62,1,3,,2,25115
25116,109,1,AV,7145,P V COUTURIER,93120.0,"85,19",96,2,4,,2,25116
25117,53,0,RUE,3185,EUGENE BERTHOUD,93400.0,"63,04",62,1,3,,2,25117
25118,14,0,RUE,6870,D ORMESSON,93800.0,"65,53",65,1,3,,2,25118
25119,19,0,RUE,1477,LA CLEF DES CHAMPS,93400.0,"47,21",47,1,2,,2,25119
25120,22,45,VLA,4660,DES IRIS,93120.0,"64,01",65,1,3,,2,25120
25121,19,0,RUE,2530,DEZOBRY,93200.0,"61,85",28,1,2,,2,25121
25122,8,0,RUE,73,AUGUSTE DELAUNE,93200.0,"83,87",86,2,4,,2,25122
25123,1,0,RUE,4744,JEAN RENAUDIE,93430.0,"41,89",42,1,2,,2,25123
25124,1,0,RUE,3150,DES ENTREPOTS,93400.0,"37,67",35,2,2,,2,25124
25125,24,43,CITE,A108,MONTJOIE,93200.0,"45,68",48,2,3,,2,25125
25126,6,12,PL,2553,DU 19 MARS 1962,93240.0,"32,26",32,1,1,,2,25126
25127,2,12,PL,5130,DE LA LIBERATION,93450.0,"76,9",76,2,4,,2,25127
25128,136,0,RUE,4111,GABRIEL PERI,93200.0,"68,4",66,1,3,,2,25128
25129,27,0,RUE,3118,DES ECONDEAUX,93800.0,"103,46",103,1,5,,2,25129
25130,12,0,RUE,7110,DE PARIS,93800.0,"71,32",69,1,3,,2,25130
25131,20,0,RUE,8131,DE LA REPUBLIQUE,93200.0,"22,17",23,1,1,,2,25131
25132,11,1,AV,4751,JEAN MOULIN,93200.0,"83,08",88,2,4,,2,25132
25133,171,1,AV,8130,DE LA REPUBLIQUE,93800.0,"23,19",24,1,1,,2,25133
25134,7,0,RUE,625,BAUDIN,93400.0,"37,72",36,1,2,,2,25134
25135,16,0,RUE,1464,DE LA CHARRONNERIE,93200.0,"55,64",60,2,2,,2,25135
25136,4,0,RUE,4164,GISQUET,93200.0,"36,95",33,2,2,,2,25136
25137,49,1,AV,4730,JEAN JAURES,93450.0,"71,35",72,2,3,,2,25137
25138,56,0,RUE,2580,DU DOC LEONCE BASSET,93400.0,"19,49",20,1,1,,2,25138
25139,132,0,RUE,5125,DU LANDY,93400.0,"38,62",38,1,2,,2,25139
25140,6,10,IMP,6179,DE LA MOTTE,93300.0,"71,75",42,1,3,,1,25140
25141,199,1,AV,9620,VICTOR HUGO,93300.0,"65,43",39,2,2,,2,25141
25142,57,1,AV,9620,VICTOR HUGO,93300.0,"29,09",29,2,2,,2,25142
25143,9,0,RUE,8170,ROUSSEL,93200.0,"29,03",38,2,2,,2,25143
25144,22,0,RUE,6157,MATHIEU,93400.0,"48,05",49,1,3,,2,25144
25145,11,0,RUE,7120,DES PAROUZETS,93240.0,"43,32",43,1,3,,2,25145
25146,28,1,AV,1420,CARNOT,93350.0,"64,47",55,1,3,,1,25146
25147,107,1,AV,4300,HENRI BARBUSSE,93120.0,"52,28",52,2,3,,2,25147
25148,190,1,AV,3140,ELISEE RECLUS,93380.0,"26,3",26,1,1,,2,25148
25149,4,0,RUE,2520,DENFERT ROCHEREAU,93200.0,"39,06",36,1,2,,2,25149
25150,22,0,RUE,7255,DES POSTES,93300.0,"30,96",32,1,2,,2,25150
25151,105,1,AV,4300,HENRI BARBUSSE,93120.0,"52,62",52,2,3,,2,25151
25152,6,0,RUE,3520,FERRAGUS,93300.0,"42,35",43,2,2,,2,25152
25153,10,0,RUE,615,DES BATELIERS,93400.0,"63,85",64,1,3,,2,25153
25154,81,1,AV,8120,DE LA REPUBLIQUE,93300.0,"26,54",28,1,2,,2,25154
25155,53,0,RUE,1595,CRISTINO GARCIA,93210.0,"40,2",40,2,2,,2,25155
25156,15,2,ALL,7115,DE PARIS,93400.0,"63,67",63,1,3,,2,25156
25157,107,1,AV,6165,MICHELET,93400.0,"64,25",61,2,3,,2,25157
25158,68,1,AV,7185,POTIER,93380.0,100,60,1,4,,2,25158
25159,22,0,RUE,6157,MATHIEU,93400.0,"22,15",22,1,1,,2,25159
25160,9,0,RUE,4190,GUYNEMER,93800.0,"61,03",60,1,3,,2,25160
25161,2,0,RUE,8510,SAMSON,93200.0,"63,02",64,1,3,,2,25161
25162,40,0,RUE,7115,PARMENTIER,93240.0,"34,84",35,2,2,,2,25162
25163,3,0,RUE,8530,SCHAEFFER,93300.0,"64,7",64,1,3,,2,25163
25164,139,0,RUE,4111,GABRIEL PERI,93200.0,"44,86",45,2,2,,2,25164
25165,17,15,BD,6110,MARCEL SEMBAT,93200.0,"61,78",63,1,3,,2,25165
25166,30,0,RUE,4140,GARIBALDI,93400.0,"36,91",37,2,2,,2,25166
25167,4,0,RUE,4761,JESSE OWENS,93200.0,"20,1",21,1,1,,2,25167
25168,1,10,IMP,7150,PIERRE LIHOU,93800.0,"23,16",24,1,1,,2,25168
25169,4,0,RUE,1419,CAPITAINE ALFRED DREYFUS,93210.0,"62,8",61,1,3,,2,25169
25170,1,18,RES,A035,DANIELLE CASANOVA,93440.0,"67,66",77,1,3,,2,25170
25171,1,0,RUE,1445,DU CHEMIN DE FER,93240.0,"37,61",37,1,3,,1,25171
25172,37,1,AV,2530,DE LA DIVISION LECLERC,93350.0,"31,45",32,2,2,,2,25172
25173,109,1,AV,9620,VICTOR HUGO,93300.0,"33,41",32,1,2,,2,25173
25174,49,1,AV,4110,GALLIENI,93800.0,"77,05",77,1,4,,2,25174
25175,12,0,RUE,7110,DE PARIS,93800.0,82,79,1,4,,2,25175
25176,33,0,RUE,3190,EUGENE LUMEAU,93400.0,"39,3",39,2,2,,2,25176
25177,2,12,PL,6675,D OBERURSEL,93800.0,"71,36",71,2,3,,2,25177
25178,4,0,RUE,8132,ROSA PARKS,93450.0,"81,54",81,1,4,,2,25178
25179,2,0,RUE,6125,MARCEL SEMBAT,93400.0,"35,47",36,1,2,,2,25179
25180,20,0,RUE,5150,LEGUILLON,93800.0,"77,63",76,2,4,,2,25180
25181,157,1,AV,9620,VICTOR HUGO,93300.0,"36,28",38,2,1,,2,25181
25182,97,1,AV,8120,DE LA REPUBLIQUE,93300.0,"42,04",42,1,2,,2,25182
25183,9001,1,AV,8875,DE SAINT REMY,93200.0,"62,15",62,2,4,,2,25183
25184,159,0,RUE,1460,DES CITES,93300.0,"48,15",48,2,3,,2,25184
25185,16,0,RUE,4475,HENRI BARBUSSE,93300.0,"30,51",29,2,2,,2,25185
25186,6,2,ALL,7115,DE PARIS,93400.0,"40,83",40,1,2,,2,25186
25187,7,0,RUE,3155,DES ENTREPRENEURS,93400.0,"39,16",38,2,2,,2,25187
25188,15,0,RUE,9650,VILLOT,93120.0,"33,06",33,1,2,,2,25188
25189,22,0,RUE,7255,DES POSTES,93300.0,"12,59",12,1,0,,2,25189
25190,57,1,AV,9620,VICTOR HUGO,93300.0,"29,28",30,2,2,,2,25190
25191,22,1,AV,4105,GABRIEL PERI,93400.0,"41,29",42,1,2,,2,25191
25192,1,5,CHE,6115,DU MARCREUX,93300.0,"59,49",59,1,3,,2,25192
25193,15,0,RUE,8185,DES ROSIERS,93400.0,"42,58",42,1,2,,2,25193
25194,9,0,RUE,8150,ROGER GAUTRE,93240.0,"27,13",25,3,2,,2,25194
25195,11,0,RUE,73,AUGUSTE DELAUNE,93200.0,"33,9",37,4,2,,2,25195
25196,3,0,RUE,7120,DES PAROUZETS,93240.0,"48,01",48,1,2,,2,25196
25197,91,1,AV,4725,JEAN JAURES,93120.0,24,24,3,1,,2,25197
25198,44,0,RUE,4144,GEORGES POLITZER,93200.0,"66,53",66,1,3,,2,25198
25199,120,1,AV,6125,DE LA MARNE,93800.0,"73,86",70,2,3,,2,25199
25200,23,2,ALL,7115,DE PARIS,93400.0,"76,95",75,1,3,,2,25200
25201,32,0,RUE,4144,GEORGES POLITZER,93200.0,"64,11",63,1,3,,2,25201
25202,12,0,RUE,630,BERNE,93200.0,"14,91",17,2,1,,2,25202
25203,29,0,RUE,3520,FERRAGUS,93300.0,"45,03",44,1,3,,2,25203
25204,27,1,AV,6145,DES MARRONNIERS,93400.0,"36,01",44,2,2,,2,25204
25205,171,0,RUE,1460,DES CITES,93300.0,13,14,1,1,,2,25205
25206,171,0,RUE,1460,DES CITES,93300.0,"16,43",16,1,1,,2,25206
25207,47,0,RUE,4130,GAMBETTA,93400.0,"29,86",29,1,2,,2,25207
25208,17,0,RUE,6650,DE LA NOUVELLE FRANCE,93300.0,17,18,6,1,,2,25208
25209,17,1,AV,8120,DE LA REPUBLIQUE,93300.0,"36,42",36,1,1,,2,25209
25210,14,0,RUE,2510,DANIEL DOHET,93350.0,"74,12",68,1,3,,1,25210
25211,42,1,AV,4115,GASTON MONMOUSSEAU,93240.0,"31,46",32,1,1,,2,25211
25212,17,24,QUAI,6115,DE LA MARINE,93450.0,"67,49",66,1,3,,2,25212
25213,53,15,BD,3550,FOCH,93800.0,"81,02",82,2,5,,2,25213
25214,17,0,RUE,2530,DEZOBRY,93200.0,"38,37",39,2,2,,2,25214
25215,119,0,RUE,8835,DE SAINT GRATIEN,93800.0,"40,73",41,2,2,,2,25215
25216,69,0,RUE,5110,DU LANDY,93210.0,"50,29",49,3,3,,2,25216
25217,4,0,RUE,2520,DENFERT ROCHEREAU,93200.0,"74,02",80,2,3,,2,25217
25218,1,0,RUE,21,ALAIN RAILLARD,93300.0,"47,3",47,1,2,,2,25218
25219,9,0,RUE,8150,ROGER GAUTRE,93240.0,"26,9",26,4,2,,2,25219
25220,5,0,RUE,3514,FERDINAND GAMBON,93200.0,"62,78",56,2,3,,2,25220
25221,66,0,RUE,7125,DE PARIS,93380.0,"34,45",34,1,2,,2,25221
25222,16,45,VLA,4651,DE L INDUSTRIE,93400.0,"96,8",100,1,5,,1,25222
25223,16,0,RUE,4475,HENRI BARBUSSE,93300.0,"26,51",25,2,2,,2,25223
25224,132,0,RUE,4475,HENRI BARBUSSE,93300.0,"75,98",76,1,4,,2,25224
25225,4,0,RUE,77,AUGUSTE POULLAIN,93200.0,"49,31",47,8,2,,2,25225
25226,144,1,AV,8120,DE LA REPUBLIQUE,93300.0,"35,97",40,1,2,,2,25226
25227,115,0,RUE,4775,JULES CHATENAY,93380.0,"65,11",67,1,3,,2,25227
25228,10,15,BD,4740,JEAN JAURES,93400.0,"40,21",34,1,2,,2,25228
25229,2,1,AV,3590,DES FRUITIERS,93210.0,"36,09",36,1,2,,2,25229
25230,19,0,RUE,8835,DE SAINT GRATIEN,93800.0,"33,35",35,1,1,,2,25230
25231,22,0,RUE,5160,MARCEL CACHIN,93450.0,"92,91",45,1,3,,2,25231
25232,13,0,RUE,8490,SAINT JUST,93210.0,"79,94",79,2,3,,2,25232
25233,5,0,RUE,6231,DE LA MONTJOIE,93210.0,"43,25",44,1,1,,2,25233
25234,16,0,RUE,4475,HENRI BARBUSSE,93300.0,"34,19",34,2,2,,2,25234
25235,1,0,RUE,37,ALPHONSE HELBRONNER,93400.0,"42,16",42,1,2,,2,25235
25236,36,0,RUE,4180,GUYARD DELALAIN,93300.0,"53,51",53,1,3,,2,25236
25237,10,0,RUE,6085,LEGER FELICITE SONTHONAX,93300.0,"66,02",65,1,3,,2,25237
25238,57,0,RUE,1483,DE LA COMMUNE DE PARIS,93300.0,"27,43",27,2,1,,2,25238
25239,37,0,RUE,4140,GARIBALDI,93400.0,"30,53",120,1,5,,1,25239
25240,4,0,RUE,4725,JEAN,93400.0,23,20,1,1,,2,25240
25241,4,0,RUE,4651,DE L IMPRIMERIE,93200.0,"62,32",62,1,3,,2,25241
25242,1,0,RUE,1430,CASTELNAU,93350.0,"59,75",61,2,3,,2,25242
25243,2,0,RUE,4162,GEORGES POLITZER,93120.0,"11,58",16,1,1,,2,25243
25244,31,0,RUE,1472,CHAUDRON,93210.0,"23,08",32,1,2,,2,25244
25245,15,0,RUE,4105,GAETAN LAMY,93300.0,"84,79",86,1,4,,2,25245
25246,7,45,VLA,7163,DES PRES BORDEAUX,93120.0,"66,03",36,1,2,,1,25246
25247,18,1,AV,2530,DE LA DIVISION LECLERC,93350.0,"44,82",50,2,2,,2,25247
25248,1,0,RUE,4180,GODILLOT,93400.0,"95,29",97,4,4,,2,25248
25249,130,1,AV,8120,DE LA REPUBLIQUE,93300.0,"50,69",37,1,3,,2,25249
25250,64,15,BD,6110,MARCEL SEMBAT,93200.0,"63,6",64,2,3,,2,25250
25251,11,0,RUE,1480,DE CLICHY,93400.0,"17,76",18,1,1,,2,25251
25252,23,0,RUE,3121,EDGAR QUINET,93120.0,"34,04",35,2,2,,2,25252
25253,2,0,RUE,620,BERTHELOT,93450.0,"29,63",35,2,3,,2,25253
25254,7,1,AV,4751,JEAN MOULIN,93200.0,"66,73",70,2,3,,2,25254
25255,33,0,RUE,8515,DE LA SAUSSAIE,93200.0,"85,75",93,1,4,,1,25255
25256,11,5,CHE,8567,DES SOUPIRS,93800.0,"71,45",72,2,4,,2,25256
25257,6,24,QUAI,6150,DU MOULIN,93450.0,"50,42",50,1,3,,2,25257
25258,17,0,RUE,6870,D ORMESSON,93800.0,"69,62",71,2,4,,2,25258
25259,6,0,RUE,1478,CLAUDE MONET,93800.0,"81,21",81,1,4,,2,25259
25260,2,0,RUE,122,DE BORDEAUX,93800.0,"36,9",36,1,2,,2,25260
25261,92,1,AV,3140,D ENGHIEN,93800.0,"62,77",61,2,3,,2,25261
25262,14,1,AV,2550,DU DIX HUIT JUIN 1940,93800.0,"65,28",64,2,4,,2,25262
25263,1,0,RUE,620,BEAUFILS,93120.0,"27,1",27,1,1,,2,25263
25264,28,0,RUE,9160,DE LA TREFILERIE,93120.0,"51,14",45,1,3,,1,25264
25265,122,0,RUE,8110,LEOPOLD RECHOSSIERE,93300.0,"53,35",54,2,3,,2,25265
25266,20,0,RUE,1483,DE LA COMMUNE DE PARIS,93300.0,8,27,1,1,,2,25266
25267,7,0,RUE,10,DE L ABEILLE,93300.0,"76,07",76,1,4,,2,25267
25268,27,0,RUE,5125,DU LANDY,93400.0,"32,54",32,1,2,,2,25268
25269,9,12,PL,8135,DE LA RESISTANCE,93200.0,"22,5",22,1,1,,2,25269
25270,15,12,PL,9645,VICTOR HUGO,93200.0,"24,73",26,1,2,,2,25270
25271,2,12,PL,8150,DE LA REPUBLIQUE,93400.0,"72,55",72,1,4,,2,25271
25272,17,0,RUE,3565,FRANCISCO ASENSI,93210.0,"63,44",63,1,3,,2,25272
25273,13,15,BD,3510,FELIX FAURE,93200.0,"38,72",38,2,2,,2,25273
25274,7,0,RUE,7180,DE PONTOISE,93240.0,"98,65",98,1,4,,1,25274
25275,2,0,RUE,4119,GASTON PHILIPPE,93200.0,"45,74",46,3,3,,2,25275
25276,14,1,AV,2550,DU DIX HUIT JUIN 1940,93800.0,"51,03",50,2,3,,2,25276
25277,48,0,RUE,3150,DES ENTREPOTS,93400.0,"98,4",50,1,3,,2,25277
25278,42,0,RUE,1472,CHAUDRON,93210.0,"28,88",29,1,2,,2,25278
25279,14,0,RUE,1448,CHARLES SCHMIDT,93400.0,"32,66",31,1,2,,2,25279
25280,104,15,BD,3140,EDOUARD VAILLANT,93300.0,"46,49",61,2,2,,2,25280
25281,5,0,RUE,2523,DESIRE LELAY,93200.0,"32,02",30,2,2,,2,25281
25282,135,0,RUE,4111,GABRIEL PERI,93200.0,"33,72",35,2,2,,2,25282
25283,72,1,AV,8130,DE LA REPUBLIQUE,93800.0,"115,33",90,1,4,,2,25283
25284,58,0,RUE,8131,DE LA REPUBLIQUE,93200.0,"71,04",89,2,4,,2,25284
25285,37,0,RUE,4185,DES GRAVIERS,93400.0,"30,2",26,2,2,,2,25285
25286,43,1,AV,4720,JEAN JAURES,93350.0,"33,69",32,1,3,,2,25286
25287,3,0,RUE,4132,GASTON CARRE,93300.0,"16,51",19,1,1,,2,25287
25288,118,0,RUE,4475,HENRI BARBUSSE,93300.0,"26,8",30,2,2,,2,25288
25289,19,5,CHE,4450,DU HAUT SAINT DENIS,93300.0,42,41,1,2,,2,25289
25290,46,0,RUE,4490,HEURTAULT,93300.0,28,28,2,2,,2,25290
25291,16,0,RUE,6120,MARCEL SEMBAT,93350.0,"72,53",49,2,3,,2,25291
25292,1,0,RUE,4773,JULES GENOVESI,93200.0,"25,04",24,1,1,,2,25292
25293,165,1,AV,7275,DU PDT WILSON,93210.0,"45,01",42,2,2,,2,25293
25294,27,0,RUE,7290,PROUDHON,93210.0,"50,2",49,1,2,,2,25294
25295,17,0,RUE,4180,GUYARD DELALAIN,93300.0,"45,24",45,1,2,,2,25295
25296,3,15,BD,1544,DE LA COMMUNE DE PARIS,93200.0,"64,66",64,1,3,,2,25296
25297,18,0,RUE,6630,NICOLAS RAYER,93300.0,"26,42",26,1,1,,2,25297
25298,4,10,IMP,1493,CHEVALIER,93210.0,"48,21",48,1,2,,2,25298
25299,20,0,RUE,7255,DES POSTES,93300.0,"22,54",23,2,1,,2,25299
25300,13,45,VLA,41,ANATOLE FRANCE,93200.0,"72,99",71,3,3,,2,25300
25301,19,1,AV,6010,MARCEL CACHIN,93120.0,"56,79",56,2,3,,2,25301
25302,114,0,RUE,2582,DU DOCTEUR BAUER,93400.0,"13,2",15,1,1,,2,25302
25303,114,0,RUE,2582,DU DOCTEUR BAUER,93400.0,"14,08",20,1,1,,2,25303
25304,9001,18,RES,A010,DES AIGLES,93350.0,"62,45",62,2,4,,2,25304
25305,6,2,ALL,8593,SAINT EXUPERY,93240.0,"66,3",65,2,3,,2,25305
25306,165,15,BD,6140,MAXIME GORKI,93240.0,"57,64",59,2,4,,2,25306
25307,14,0,RUE,1483,DE LA COMMUNE DE PARIS,93300.0,"89,3",62,2,3,,2,25307
25308,123,1,AV,7275,DU PDT WILSON,93210.0,"35,05",33,1,2,,2,25308
25309,17,15,BD,6110,MARCEL SEMBAT,93200.0,"78,05",77,1,3,,2,25309
25310,139,0,RUE,4111,GABRIEL PERI,93200.0,"33,04",33,2,1,,2,25310
25311,58,1,AV,4110,GALLIENI,93800.0,"64,11",64,1,3,,2,25311
25312,27,0,RUE,8509,DES SABLONS,93380.0,"55,31",48,1,3,,2,25312
25313,86,1,AV,4110,GALLIENI,93800.0,74,73,2,4,,2,25313
25314,12,0,RUE,4119,GASTON PHILIPPE,93200.0,"34,16",36,2,2,,2,25314
25315,57,0,RUE,8575,DE STRASBOURG,93200.0,"33,67",38,2,1,,2,25315
25316,115,1,AV,4740,JOFFRE,93800.0,"29,4",35,1,2,,2,25316
25317,47,0,RUE,6185,DU MOUTIER,93300.0,"15,72",15,1,1,,2,25317
25318,33,1,AV,2530,DE LA DIVISION LECLERC,93350.0,"16,09",17,1,1,,2,25318
25319,14,0,RUE,8821,SAINT CLEMENT,93200.0,"62,06",61,1,3,,2,25319
25320,11,0,RUE,7141,PAUL ELUARD,93200.0,"49,91",53,1,4,,2,25320
25321,138,0,RUE,4111,GABRIEL PERI,93200.0,"41,13",41,2,1,,2,25321
25322,40,0,RUE,4140,DU GOULET,93300.0,"51,61",52,2,3,,2,25322
25323,55,0,RUE,6185,DU MOUTIER,93300.0,"33,82",28,3,1,,2,25323
25324,6,51,SQ,2100,DES CREDOS,93800.0,"48,4",54,2,3,,2,25324
25325,5,0,RUE,1440,DU CHEVALIER DE LA BARRE,93350.0,78,78,2,4,,2,25325
25326,23,2,ALL,7115,DE PARIS,93400.0,"57,67",58,1,3,,2,25326
25327,135,1,AV,5132,LENINE,93380.0,"55,51",56,2,3,,2,25327
25328,7,0,RUE,4475,HENRI BARBUSSE,93300.0,"57,59",58,1,3,,2,25328
25329,6,1,AV,8161,HENRI ROL TANGUY,93210.0,"65,32",64,1,3,,2,25329
25330,47,0,RUE,4180,GUYARD DELALAIN,93300.0,"18,83",18,2,1,,2,25330
25331,26,0,RUE,8185,DES ROSIERS,93400.0,"30,02",28,2,2,,2,25331
25332,25,0,RUE,1485,DE CREVECOEUR,93120.0,"47,07",48,2,2,,2,25332
25333,12,0,RUE,6870,D ORMESSON,93800.0,"37,94",38,1,2,,2,25333
25334,16,0,RUE,4120,DE LA GAITE,93400.0,"49,81",50,1,2,,2,25334
25335,6,43,CITE,A108,MONTJOIE,93200.0,"70,73",70,2,5,,2,25335
25336,131,0,RUE,4111,GABRIEL PERI,93200.0,"28,7",23,1,2,,2,25336
25337,1,0,RUE,6300,NORMANDIE NIEMEN,93350.0,"66,81",42,2,2,,2,25337
25338,7,10,IMP,663,DES BOUCHERIES,93200.0,"41,11",38,2,2,,2,25338
25339,26,0,RUE,8490,SAINT JUST,93210.0,"67,22",67,1,3,,2,25339
25340,33,0,RUE,3165,ERNEST RENAN,93200.0,"17,66",20,1,1,,2,25340
25341,37,0,RUE,7141,PAUL ELUARD,93200.0,"37,51",35,2,2,,2,25341
25342,19,0,RUE,1477,LA CLEF DES CHAMPS,93400.0,"65,47",65,1,3,,2,25342
25343,13,0,RUE,9670,VOLTAIRE,93400.0,"31,01",32,2,1,,2,25343
25344,23,2,ALL,7115,DE PARIS,93400.0,"85,37",86,1,4,,2,25344
25345,18,1,AV,5166,LEON BLUM,93800.0,"72,04",72,2,3,,2,25345
25346,2,0,RUE,2523,DESIRE LELAY,93200.0,"16,95",17,2,1,,2,25346
25347,28,0,RUE,1477,LA CLEF DES CHAMPS,93400.0,63,62,1,3,,2,25347
25348,6,0,RUE,6093,LOUIS ARAGON,93300.0,"94,93",95,1,5,,2,25348
25349,14,0,RUE,680,DE BOUSSOIS,93800.0,"63,85",64,2,3,,2,25349
25350,118,1,AV,9620,VICTOR HUGO,93300.0,"61,21",62,1,3,,2,25350
25351,5,0,RUE,4744,JEAN RENAUDIE,93430.0,"61,57",65,1,3,,2,25351
25352,1,2,ALL,8140,RODIN,93800.0,"101,56",102,2,5,,2,25352
25353,9,0,RUE,4447,DE L HIPPODROME,93400.0,"61,28",62,2,3,,2,25353
25354,26,15,BD,6110,MARCEL SEMBAT,93200.0,"14,7",15,1,1,,2,25354
25355,139,0,RUE,4111,GABRIEL PERI,93200.0,"79,22",78,2,4,,2,25355
25356,4,0,RUE,4761,JESSE OWENS,93200.0,"20,16",21,1,1,,2,25356
25357,6,2,ALL,3145,ELSA TRIOLET,93430.0,"85,6",89,2,5,,1,25357
25358,3,10,IMP,670,BORDIER,93300.0,"29,79",31,1,2,,2,25358
25359,3,0,RUE,4763,JEUMONT,93210.0,"18,13",18,1,1,,2,25359
25360,34,0,RUE,4140,DU GOULET,93300.0,"53,4",52,2,3,,2,25360
25361,18,1,AV,6191,DE LA METALLURGIE,93200.0,"79,7",79,2,4,,2,25361
25362,2,0,RUE,4790,JULES VERNE,93400.0,"48,19",46,2,3,,2,25362
25363,19,1,AV,4730,JEAN JAURES,93450.0,"65,81",68,1,4,,2,25363
25364,220,1,AV,7275,DU PDT WILSON,93210.0,"22,78",21,1,2,,2,25364
25365,76,0,RUE,1493,DE LA COURNEUVE,93300.0,"95,2",95,2,5,,2,25365
25366,4,0,RUE,2520,DENFERT ROCHEREAU,93200.0,"38,17",38,1,2,,2,25366
25367,2,0,RUE,6162,MAURICE AUDIN,93400.0,"66,98",66,1,3,,2,25367
25368,183,1,AV,3140,ELISEE RECLUS,93380.0,"26,74",22,1,2,,2,25368
25369,6,0,RUE,660,BLANQUI,93400.0,"44,7",45,1,2,,2,25369
25370,21,0,RUE,39,AMBROISE CROIZAT,93400.0,"84,55",82,1,3,,2,25370
25371,1,0,RUE,7290,PROUDHON,93210.0,"86,77",87,2,3,,2,25371
25372,37,1,AV,8120,DE LA REPUBLIQUE,93300.0,"25,29",26,1,1,,2,25372
25373,152,0,RUE,8110,LEOPOLD RECHOSSIERE,93300.0,"53,96",60,2,3,,2,25373
25374,2,0,RUE,6900,PABLO PICASSO,93380.0,"88,67",88,1,5,,1,25374
25375,11,1,AV,4110,GALLIENI,93800.0,"55,09",57,2,2,,2,25375
25376,73,0,RUE,20,ALBERT DHALENNE,93400.0,"88,34",82,1,4,,1,25376
25377,14,0,RUE,1483,DE LA COMMUNE DE PARIS,93300.0,"36,3",36,2,1,,2,25377
25378,109,1,AV,9620,VICTOR HUGO,93300.0,"57,26",58,1,3,,2,25378
25379,10,1,AV,4105,GABRIEL PERI,93400.0,"44,24",40,1,2,,2,25379
25380,12,0,RUE,9144,VANDANA SHIVA,93450.0,"69,25",69,1,3,,2,25380
25381,24,1,AV,8130,DE LA REPUBLIQUE,93800.0,"35,03",36,2,1,,2,25381
25382,52,0,RUE,6180,DE LA MOTTE,93300.0,"86,97",88,1,5,,2,25382
25383,7,0,RUE,4760,JULES GUESDE,93350.0,"59,37",54,1,3,,2,25383
25384,16,1,AV,6165,MICHELET,93400.0,"74,34",73,2,3,,2,25384
25385,21,1,AV,4710,JEAN JAURES,93300.0,"37,72",38,1,2,,2,25385
25386,88,1,AV,4110,GALLIENI,93800.0,"62,37",63,2,3,,2,25386
25387,14,0,RUE,3511,FEDERICO FELLINI,93210.0,"45,99",46,1,2,,2,25387
25388,46,0,RUE,20,ALEXANDRE BOUCHER,93410.0,"24,55",18,1,1,,2,25388
25389,8,2,ALL,757,JOHANNES KEPLER,93290.0,"93,49",93,2,5,,2,25389
25390,22,1,AV,75,BEAUSEJOUR,93470.0,"88,44",82,1,5,,1,25390
25391,4,1,AV,1040,PASTEUR,93290.0,"20,65",30,1,1,,2,25391
25392,4,1,AV,720,DU GROS CHENE,93270.0,"50,8",53,1,3,,2,25392
25393,21,2,ALL,935,VVE LINDET GIRARD,93390.0,"62,06",62,2,4,,2,25393
25394,29,1,AV,615,DU CONSUL GEN NORDLING,93190.0,"25,3",29,1,1,,2,25394
25395,1,12,PL,670,GASTON BUSSIERE,93270.0,"24,63",24,1,2,,2,25395
25396,37,15,BD,2160,DE LA REPUBLIQUE,93190.0,"36,71",38,1,2,,2,25396
25397,5,0,RUE,200,ARTHUR CHEVALIER,93600.0,"29,38",16,1,2,,2,25397
25398,53,1,AV,600,DU GENERAL LECLERC,93420.0,"40,42",28,1,1,,2,25398
25399,10,2,ALL,2150,RENE,93190.0,"68,44",66,1,3,,2,25399
25400,5,2,ALL,65,ANDRE MARIE AMPERE,93290.0,"60,42",61,2,3,,2,25400
25401,6,2,ALL,2150,RENE,93190.0,"82,5",80,1,4,,2,25401
25402,1,0,RUE,1322,URBAIN LE VERRIER,93290.0,"80,85",78,1,4,,2,25402
25403,2,1,AV,290,DU CHEMIN DE FER,93420.0,"25,76",27,1,1,,2,25403
25404,6,12,PL,460,DES LAVANDIERES,93390.0,"86,78",89,1,5,,1,25404
25405,25,1,AV,1893,YOURI GAGARINE,93270.0,"108,21",116,1,5,,2,25405
25406,19,1,AV,2030,LELIEVRE,93600.0,"31,04",28,1,2,,2,25406
25407,1,0,RUE,2071,DU PRESSOIR,93190.0,"68,38",72,2,4,,2,25407
25408,8,2,ALL,1523,DE GASCOGNE,93600.0,"25,06",25,1,1,,2,25408
25409,2,1,AV,1790,JEANNE D ARC,93600.0,"17,73",24,1,1,,2,25409
25410,6,1,AV,1970,DE MONTCHANIN,93150.0,"53,1",54,2,3,,2,25410
25411,1,2,ALL,432,JULES VEDRINES,93390.0,65,72,2,4,,2,25411
25412,3,2,ALL,936,VICTOR HUGO,93390.0,"56,1",56,2,3,,2,25412
25413,2,2,ALL,417,DU 8 MAI 1945,93390.0,"82,01",85,1,4,,2,25413
